user_id,AGILE,ANDROID,C++,DATABASE,DESIGNER,ENGINEERING,FRAMEWORK,FRONTEND,GAME_DEV,GITHUB,HARDWARE_SKILLS,IOS,LINUX,MANAGEMENT,MARKETING,ML,NETWORKING,OOP,OtherSkill,PROBLEM_SOLVING,PROGRAMMING,PYTHON,SERVER,SOFTWARE_DEVELOPMENT,TEAMWORKER,TEST,WEB
92,,True,True,True,,,,True,True,,True,,,,,,,,True,,,True,True,,,,
93,,True,True,,,,,True,,,,,,,,True,,,True,,,True,,,,,
94,,True,True,,,,,True,,,,,,True,,True,,,True,,,True,,True,,,
95,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,True
96,,,True,True,,,,,,,,,,,,,,,True,,,,,True,,,True
97,,True,True,,,,,True,,,,,,,,,,,True,,True,,,True,,,
99,,True,True,True,True,,,True,True,True,,True,,,,True,,True,True,,,True,,True,,,
100,,,True,True,True,,,True,,,,,,True,,,,,True,,,,True,,,,True
101,,,,,True,,,,,,,,,,,,,,,,,,,,,,
102,,True,True,True,True,,,True,,,,,,,,,,,True,,,,,,,,
103,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,True
104,,True,True,True,,,,True,,,,True,,,,,,True,,,,,,,,,
106,,,True,,,True,,,,,,,,,,,,,True,,,True,,,,,
107,,,True,,,,,,,,,,,,,,,,,,,True,,,,,
108,,,True,,,,,True,True,,,,,,,,,,,,,,,,,,
110,True,True,True,True,,,,,,True,True,,,,,,,,True,,,,True,True,,True,True
112,,,True,,True,,,True,,,,,,,,,,,True,,,,,,,,
113,,,True,True,,True,,True,,,,,,True,,,,,True,,,True,,,,,
114,True,,True,True,,,,True,,True,,,,True,,,,,True,,,,True,True,,,True
115,True,,True,True,,True,,True,,,,,,,,True,,True,True,,,,,True,True,,True
116,,,True,,,,,,,,,,,True,,,,,True,True,,,,True,True,,
117,,,True,,,,,,,,,,,,,,,,True,,,,,,,,
118,,True,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,
119,,True,True,,,,,True,,,,,,,,,,,True,,True,,,,,,
120,,,True,True,,,,True,,,,,True,,,,,,True,,,,,True,,,
121,,,True,True,,,,True,,,,,,True,,,,,True,,,,,,,,
122,,,True,True,True,,,True,,True,,,,,,True,,,True,,,True,,True,,,True
123,,,True,,,,,True,,,True,,,True,,,,,True,,,,,,,,
124,,,True,True,,,,True,,,,,,True,,True,,True,True,,,,,,,,
125,,True,True,True,,,,,,,,,,,,,,True,True,,,,,True,,,
126,,,True,True,,,,True,,,,,True,True,,,,,True,,,,,,,,
127,,,,,,True,,,,,,,,,,,,,True,,,,,,,,
128,,,True,,,,,,,,True,,,,,,,,True,,,,,,,,
129,,,True,,,True,,,,,True,,,True,,,,,True,,,,,,True,,
130,,,True,True,,,,True,,,,,,,,,True,True,True,,,,True,,,,
131,True,True,True,True,True,,,True,,True,,,,True,,,,True,True,,,,,True,True,,True
132,,,True,True,True,,,True,,True,,,True,,,True,,,True,,,True,True,,True,,
133,,,True,True,,,,True,,True,,True,,,,,,True,True,,,,,True,,,True
134,True,,True,True,,,,True,,True,,,,True,,,,,True,,,,True,True,,,True
135,,,True,True,,True,True,True,,,,,,,,True,,,True,,,,,True,,,
136,True,True,True,True,,True,True,True,True,True,,True,True,True,,True,,True,True,,,,,True,,True,True
137,,,True,True,,,True,True,,True,,,,,,,,True,True,,,,True,,,,True
138,,,True,,,,,,,,,,True,,,,,,True,,,,,,,,
139,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,
140,,,True,True,,,,True,,,,,True,,,,,,True,,,,,True,,,
141,,,True,,,True,,,,,,,True,,,,,,True,,,,,True,,,True
142,,,True,True,,,,True,,,,,True,True,,,,,True,,,,,,,,
143,,,True,True,,,,True,,,,,,True,,True,,True,True,,,,,,,,
144,,True,True,,True,,,,,,,,,,,,,,True,,,,,,,,
145,,True,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,
146,,,True,,,True,,,,,,,,,,,,,True,,,True,,,,,
147,,,True,True,,,,True,,,,,,,,,,,True,,,True,,,,,True
148,,,,,,True,,,,,,,,,,,,,True,,,,,,,,
149,,,True,True,True,,,True,,,,,,True,,,,,True,,,,True,,,,True
150,True,,True,True,,True,True,True,,,,,,True,,True,,,True,True,True,,,True,,,True
151,True,True,True,True,True,,,True,,True,,,,True,,,,True,True,,,,,True,True,,True
152,,,True,,,,,,,,,,,,,,,,True,,,,,True,,,
153,,True,True,,,True,,,,,True,,,True,,True,,,True,,,,,,,,
154,,True,True,True,True,,,True,True,True,,True,,,,True,,True,True,,,True,,True,,,
155,,,True,,,,,True,,,True,,,True,,,,,True,,,,,,,,
156,,,True,True,True,,,True,,,,,,True,,,,,True,,,,True,,,,True
157,,,True,,,,,,,,,,,,,,,,,,,,,,,,
158,,,True,True,,,,True,,,,,,True,,,,,True,,,,,,,,
159,True,True,True,True,,True,True,True,True,True,,True,True,True,,True,,True,True,,,,,True,,True,True
160,True,,True,True,,True,True,True,,,,,,True,,True,,,True,True,True,,,True,,,True
161,True,,True,True,,True,True,True,,,,,,True,,True,,,True,True,True,,,True,,,True
162,,True,True,True,True,,,,True,,,,,True,,,,True,True,,True,,,True,,,
163,,True,True,,,,,True,,,,,,,,,,,True,,True,,,,,,
164,True,,True,True,,True,,True,,,,,,,,True,,True,True,,,,,True,True,,True
165,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,
166,,True,True,True,,,,,,,,True,,,,,,True,True,,,,,True,,,
167,True,True,True,True,,,,,,True,True,,,,,,,,True,,,,True,True,,True,True
168,,,True,,True,,,True,,,,,,,,,,,True,,,,,,,,
169,,,True,,,,,,,,,,,,,,,,,,,,,,,,
170,,,True,True,,,,True,,,,,,,,,,,True,,,True,,,,,True
171,,,True,,,,,,,,,,,,,,,,True,,,,,,,,True
172,,,True,True,True,,,True,,,,,,True,,,,,True,,,,True,,,,True
173,,,,,,True,,,,,,,,,,,,,True,,,,,,,,
174,,,True,True,True,,,True,,,,,True,,,,,,True,,,True,,,,,
175,,True,True,True,,,,True,,,,True,True,,,True,,True,True,,,,,True,,,
176,,,True,True,True,,,True,,,,,True,True,,True,,,,,,True,,True,,,
177,,,,,,,,,,,,,,,,,,,True,,,True,True,,,,
179,,,True,,,True,,True,,,,,,,,,,,True,,,,,,,,
180,,True,True,,,,,,,,,,,,,,,,True,,,,,,,,
181,,True,True,True,,,,True,,,,,,,,,,,True,,,True,,,,,True
182,,,True,,,,,,,,,,,,,,,,True,,,,,,,,
183,,,True,,,True,,True,,,,,,,,,,,True,,,,,,True,,
184,,,True,,,True,,,,,,,,,,,,,True,,,,,,True,,
186,,,True,True,,,,True,,,,,,True,,True,,,True,,,True,,True,,True,
187,,True,True,,,,,,,True,,,,,,,,True,True,,True,,,True,,,True
188,,,True,True,,,,True,,,,,,,,,,True,True,,,,,True,,,True
189,,,True,,,,,True,,,,,,,,,,True,True,,,,,,,,
190,,,True,,,,,True,,,,,,,,,,,True,,,,,,,,True
191,,,True,True,,,True,,,,,,True,True,,True,,True,True,,True,True,,True,True,,
192,,True,True,,,,,True,,,,,True,,,True,,True,True,,,True,,,,,True
193,,,,,,,,True,,,,,,,,,,,True,,,,True,,,,
194,,True,True,True,,,,True,,,,,,,,,,,True,,,,True,,,,
195,True,,True,True,,,,True,,True,,,,True,,,,,True,,,,True,True,,,True
196,True,,True,True,,,,True,,,,,,,,,,,,,,,,,,,True
197,,,,,,,,,,,,,,True,,,,,True,,,,,,,,
198,True,,True,True,True,True,,True,,True,,,,,,True,,,True,True,True,True,,True,,,True
199,,True,True,True,,,,True,,True,,,,,,True,,,True,,,,,,,,True
200,,,True,True,,,,True,,True,,,,,,,,True,True,,,,,,,,True
201,,True,True,,,True,,,,,True,,,True,,,,True,True,,,True,True,,True,,True
202,,,True,,,,,,,,True,,,,,,,,True,,,,,,,,
203,,,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,
204,,,True,True,,,,True,,,,,True,True,,,,,True,,,True,,True,True,,True
205,,True,True,True,,,True,True,,,,,,,,,,True,True,,,,,,,,True
206,True,True,True,True,,,True,True,True,,True,,,True,,,,True,True,,True,,,True,True,,
207,,True,True,True,,,True,True,,,,,,,,,,True,True,,,,,True,,,
209,,,True,,True,True,,,,,True,,,True,,,,,True,,,,,,,,
210,,True,True,True,,,,True,,True,,,True,True,,,,True,True,,,,True,True,True,,True
211,,,True,True,,,,True,,,,,,,,,,,True,,,True,,True,,True,
212,,,True,,True,,,True,,True,,,,,,True,,,True,,,,,True,,,True
213,,True,True,,,,,,,,,,,True,,True,,,True,,,True,,True,,,True
214,,,True,,,,,,,,,,,,,True,,,True,,,True,,,,,
215,,True,True,,True,,,True,True,,,,,,,,,,True,,,True,,,,,
216,,,True,True,,,True,True,,,,,,,,,,True,True,,,,,,,,
217,,,True,True,True,True,,,,,,,,True,,True,,,True,,True,True,,True,,,
218,,,True,True,,,,,,,True,,True,True,,,,,True,,,True,True,True,,,True
219,,,True,True,,,,True,,True,,,,,,,,True,True,,,,,True,,,True
220,,,True,True,,,,True,,,,,True,,,,,,True,,,True,,,,,
221,,,True,True,,,,True,,,,,True,,,,,,True,,,,,True,,,
222,,,True,True,,,,True,True,True,,,True,,,True,,True,True,,,True,,True,,,True
223,,,True,,,True,,True,,,,,True,True,,True,True,,True,,,,True,True,,,True
224,,True,True,True,True,,,True,,True,,,,,,,,,True,True,True,,,True,,,True
225,,,True,True,,,,True,,,,,True,,,True,,,True,,,,,,,,
226,,,True,True,,,,True,,True,,,,,,,,True,True,,,True,,,,,True
227,,True,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,True
228,,,True,True,True,,True,True,,True,,,,,,True,,True,True,True,,,True,True,,,True
229,,True,True,,,,,True,,True,,,,,,,,,True,,,,,,,,
230,,,True,,,True,,,,,True,,,True,,,,,True,,,,,,,,
231,,,True,True,,,,True,,,,,,,,,,,True,,,True,,,,,True
233,,True,True,True,,,,True,True,,,,,,,,,True,True,,True,,,,,,
234,,,True,,,,,,,,,,,True,,,,,True,,,,,True,,True,
235,,,True,,True,,,,,,True,,,True,,,,,True,,,,,,,,
236,,True,True,True,True,,,True,,,,,,,,,,,True,,,True,,,,,True
237,,True,True,True,,,,True,,,True,,,,,,,,True,,,True,,True,,,
238,,True,True,True,,True,,,,True,,True,,,,,,True,True,,True,,,True,,,
239,,,True,True,,,True,True,,True,,,True,True,,,,True,True,,True,True,,True,,,
240,,,True,,True,,True,True,,,,,,True,,True,,,True,,,True,,True,,,True
241,,,True,True,,,,True,,True,,,,,,,,,True,,,,True,,,,True
242,,,True,True,,True,,,,,,,,,,,,,,,,,,True,,,True
243,,,True,,,,,,,,,,,True,,,,,True,,,,,,True,,
244,True,True,True,,,,,True,True,True,,,True,,,True,,,True,,True,True,,True,,True,
245,,,True,,,,,,,,,,,,,,,,,,,,,True,,True,True
246,,True,True,True,,,,True,True,,,,,,,,,,True,,,True,,,,,True
247,,,True,True,,,,True,,,True,,,,,,,,True,,,True,,,,,
248,,True,True,True,,,,True,True,,,,,,,,,,True,,True,,,,,,
249,,True,True,True,,,True,True,,,,,,,,,,True,True,,,,,,,,True
250,,True,True,True,,,,True,,,,,,,,,,True,True,,,,,True,,,True
251,,,True,True,,,,True,,True,,,,,,,,,True,,,,True,True,,,
253,,,True,,,,,True,,,,,,,,,,,True,,,True,,,,,True
254,,,,,,True,,True,,,,,,,,True,,,,,,True,,,,,
255,,,True,,,,,True,,True,,,,,,,,True,True,,,True,,,,,True
256,,,True,True,,,,True,,,True,,True,True,,,,True,True,,True,,,True,,,True
257,,,True,,,True,,,,,True,,,True,,,,,True,,,,,,,,
258,,True,True,True,,,,True,,,,,,,,,,,,,,,,True,,,
259,,True,True,True,,,,True,,True,,,True,True,,True,,,True,,True,True,True,,,,True
260,,True,True,True,,,,True,,,,,,,,,,,True,,,,,,,,
261,,,True,True,,,,,,,,,,,,,,True,True,,,True,,True,,,True
262,,,True,,,,,,,,,,,,,,,,True,,,,,,,True,
263,,,True,True,,,,True,,,,,True,,,,,True,True,,,True,True,True,True,,True
264,,,True,True,True,,,True,,True,,,,,,,,True,True,,,True,True,True,,,True
265,,,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,True
266,,,True,True,,,True,True,,,True,,,,,,,,True,,,,True,,,,
267,,,True,True,,,,True,,,,,,,,,,,,,,True,,,,,
268,,True,True,True,True,,,True,True,,,,,True,,True,,True,True,,,True,,True,,,True
269,,,True,True,,,True,True,,,,,,,,,,,True,,,,,,,,True
270,,,True,True,,,,True,,,,,,,,,,,True,,True,,,,,,
271,,True,True,True,,,True,True,,,,,,,,,,,True,,,,,True,,True,
272,,,True,True,True,,,True,,,,,True,,,,,,True,,,True,,,,,
273,,,True,True,,,,True,,True,,,,,,,,True,True,,,,,,,,True
274,,,True,,,,,True,,,,,,,,,,,True,,,,,,,,
276,,True,True,True,,,True,True,,,,True,True,,,,,,,,,True,,True,,,
277,,,True,True,,,,True,,,,,,,,,,,True,,,True,,,,,True
278,,,True,True,,,,True,,True,,,,True,,True,,True,True,,True,,,True,,,
279,,,True,,,,,True,,,,,,,,,,,,,,,,True,,,
280,,,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,
281,,True,True,True,,,True,True,,,,,,True,,,,True,True,,,,,True,True,,True
282,,,True,True,,,,True,,True,,,True,,,,,,True,,,,,,,,True
283,,,True,True,,,,True,,,,,True,,,,,,True,,,,,True,,,
284,,True,True,True,,,,True,,,,,,,,,,,True,,,True,,True,,,
285,,,True,True,,,,True,,,True,,,,,,,,True,,,True,,,,,
286,,True,True,True,,,,True,,True,,,True,,,,,,True,,,True,,,,,
288,,,True,True,,,,True,,True,,,True,,,,,True,True,,,,,,,,
289,,,True,True,,,,,,,True,,,,,True,,,True,,,True,,,,,
290,,,True,True,True,,,True,,,True,,,,,,,,True,,,True,True,,,,
291,,,True,True,,,True,True,,,,,True,,,,,,True,,,True,,True,,,
292,,,True,True,,,,True,,True,,,,True,,,,True,True,,,,,,,,
293,True,,True,True,True,True,,True,True,True,,,,True,,True,,True,True,True,True,True,,True,,,True
294,,,True,True,True,,,True,,,,,,,,,,,True,,,,,,,,True
295,,,True,True,,,,True,,,,,,,,True,,,True,,,,,True,,,True
296,,,True,True,,True,,True,,True,,,,True,,,,True,True,True,,,,True,True,,True
297,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,True
298,,True,True,True,,,,True,,True,True,,,,,,,True,True,,True,,,True,,,
299,,,True,,,,,,,,True,,,True,,,,,True,,True,,,True,,,
300,,,True,,,,,,,,,,,True,,,,,True,,,True,,,,,
301,,,True,True,True,,,True,,,,,True,True,,True,,,,,,True,,True,,,
302,,,True,True,,,,,,,,,,,,,,,True,,,,,True,,,
304,,True,True,True,,,True,True,True,,,,True,True,,,True,True,True,,,,,True,True,,
305,,,True,True,,,,,,,,,True,True,,True,,,True,,True,,,,,,
306,,True,True,True,,,,True,,,,,True,,,,,,True,,True,,,True,,,True
307,,,True,True,,,True,True,,True,,,True,,,,,,True,,,True,True,,,,
308,,True,True,True,True,,True,True,True,True,,,True,,,True,,,True,,,True,,True,,,
309,,,True,True,,,True,True,,,,,,,,True,,,True,,,True,,True,,,
310,,,True,True,True,,,True,,,,,,True,,True,,True,True,True,,True,,True,,,True
311,,,True,True,,,,True,True,,,,,,,,,,,,,,,,,,
312,,,True,True,,,,True,,,,,,,,True,,,True,,,True,,True,,,
313,,,,,,,,True,,,,,,,,,,,,,,True,,True,,,
314,,,True,True,,,,True,,,,,True,,,,,,True,,,True,True,,,,
315,,True,True,,True,,,True,True,,,,,,,True,,,True,,True,,,True,,,
316,,,True,True,,True,,,,,,,,True,,,,,True,,,,,,True,,True
317,,,True,True,,,,True,True,,,,,,,,,,True,,,True,,,,,
318,,,True,,,,,True,,,True,,,True,,,,,True,,,,,,,,
319,,True,True,True,,,,True,,,,,,True,,,,True,True,True,,,,,True,,
320,,,True,True,True,,,True,,,,,,,,,,,,,,,,,,,
321,,True,True,True,,,,True,,True,True,,,,,,,True,True,True,True,,True,True,True,,True
322,,,True,,,True,,,,,,True,True,,,True,,,True,,True,True,,True,,,
323,,,True,,True,,,,,,,,,,,,,,True,,,True,,True,,,
325,,,True,True,,,,True,,,True,,,,,,,,True,,,,,,,,
327,True,True,True,True,,,,True,,True,,,,True,,,,True,True,,True,True,,True,True,,
328,,,True,True,,,True,True,,,,,,,,,,True,True,,,,,True,,,True
329,,,True,,,,,,,,,,,,,,,,True,,True,True,,True,,,True
330,,,True,,,,,True,,,,,,,,True,,True,True,True,,True,,,True,,
332,,,True,True,,True,True,True,,,,,,,,,,True,True,True,,,,,,,
333,,,True,,True,True,,True,,,,,,,,,,,True,True,,True,,,,,
334,,,True,,,,,True,True,True,,,True,,,True,,True,True,,True,True,,,,,
335,,True,True,,,,True,True,,,,,,,,,,,True,,,True,,,,,True
336,,,True,,,,,,,,,,True,,,,,,True,,,True,,True,,,
337,,True,True,True,,,,True,True,,,,,,,,,True,True,,,,,,,,
338,,,True,True,,,True,True,,,,,,True,,,,,True,,,,,True,,,True
339,,True,True,,,,,,,,,,,,,,,,True,,,,,True,,,
340,,True,True,True,,,,True,,,,,,,,True,,,True,,,True,,True,,,
341,,True,True,True,True,True,,True,,True,,,,,,,,,True,,True,,True,True,,,True
342,,,True,,,,,True,,,,,,,,,,True,True,,,,,,,,
343,,,True,,,,,,,,,,True,,,,,,True,,,,,,,,True
345,,True,True,,,,,,,,,True,,,,,True,True,True,,,True,,,,,
346,,True,True,True,,,,True,,True,,,,,,,,,True,,,,,,,,
347,,True,True,True,,,,,,,,,True,,,True,,,True,,,True,,True,,,
348,,True,True,True,,,,,,True,,,,,,,,True,True,,True,,,True,True,,True
349,,,True,,,,,,,,True,,True,,,True,,,True,,,True,,,,,
350,,,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,
351,,,True,True,,,True,True,,,,,,,,,,,True,,,,,True,,,
352,,,True,True,,,True,True,,,,,,,,,,True,True,,,,,True,,,
353,,True,,True,,,,,True,,,,,,,,,,True,,,True,,True,,,
355,,,True,True,,,True,,,,,,,,,,,,True,,,True,,,,,
356,,,True,True,True,,,True,,True,,,,,,,,,True,,,,,,,,True
357,,True,True,True,True,,,,True,,,,,,,,,,True,,,,,,,,True
358,True,True,True,True,True,,,True,,,,True,,,,,,,True,,,,,True,,,True
359,,,True,True,True,,,,,,,,,,,,,True,True,,True,,,,,,
360,,,True,,,,,True,,,,,,,,,,,,,,True,,True,,,True
361,,True,True,True,,True,,True,,True,,,,,,,,,True,,,,,True,True,,
362,,,True,True,,,,True,,True,,,,,,,,,True,,,,,True,,,True
363,,True,True,,True,,,,True,,,,,,,,,True,True,,,,,,,,
364,,True,True,True,,,,True,,True,,,,,,,,,True,,,,True,,,,True
365,,,True,True,,,True,True,,,,,,,,,,True,True,,,,,True,,,True
366,,True,,True,,,True,True,,,,,,,,,,,True,,,True,,,,,True
367,,,True,,,True,,,,,True,,,,,,,,True,,,,,,,,
368,True,,True,True,True,True,,True,,True,True,,True,True,,,,True,True,True,,True,True,True,True,,True
369,,True,True,,,,,True,,,,,,,,,,,True,,,,,,,,
370,,,True,True,,True,,True,,,True,,True,,,,,,True,,True,True,,,,,
371,,,True,,True,,True,True,,True,,,,,,,,True,True,,,,,True,,,
372,,True,True,True,True,True,True,True,True,True,,,,,,True,,True,True,,True,True,,True,True,,True
373,,,True,True,,,,True,,True,,,,True,,,,,True,,,True,,True,,,
374,,,True,,,True,,,,,,,,,,,,,True,,,,,,True,,
375,,True,,,,,,,,,,,,,,,,,,,,,,True,,,
376,,,True,True,,,,True,,,True,,,,,,,,True,,,True,,,,,True
377,,True,True,True,,,,True,,,,True,,,,,,,True,,True,,,,,,
378,,,True,True,True,True,,True,,,,,True,,,True,,,True,,,True,,,,,True
379,,True,True,True,,,,True,True,,,,,,,,,True,True,,,,,,,,
380,,,True,True,,,,True,,True,,,,,,,,,,,,True,,True,,,True
381,,True,True,True,True,,,True,,,,,,,,True,,,True,,,,,True,,,True
383,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,
384,,,True,True,True,,,,,,,,,True,,,,,,,,,,True,,,True
385,,,True,,,,,True,True,,,,,,,,,True,True,,,True,,,,,True
386,,True,True,True,True,,,,,,,,,,,,,,True,,,True,,True,,,
387,,True,True,,True,True,,True,,,,,,True,,True,,True,True,True,,,,,True,,
388,,,True,,,,,True,True,,,,,True,,,,True,True,,,,,True,,,True
389,True,,True,True,,True,,,True,,,,True,True,,True,,True,True,,,True,,True,,,
390,,True,True,True,True,,,True,,,True,,,True,,,,,True,,,,,,,,True
392,,,True,,,True,,,,,,,,True,,,,,True,True,,,,True,,,
393,,True,True,True,,,,True,,True,,,,True,,,,True,True,,True,,,True,True,,
394,,,True,True,True,,,,True,,,,,,,,,,True,,True,,,,,,
395,,True,True,True,,,,True,,,,,True,,,,,,True,,,,,True,,,
396,,,True,,,,,True,,,True,,,,,,,,True,,,,,,,,
397,,,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,
398,,,True,True,,,,True,,True,,,True,True,,,,,True,,,,True,,,,
399,,,,,,True,,,,,,,,,,,,,True,,,,,,,,
400,,,True,,,,,,,,,,,,,True,,,True,,,,,,,,
401,,True,True,True,,,,True,,True,,,,,,,,True,True,,,,,True,,,True
402,,True,True,,True,,,True,,,True,,,,,,,,True,,True,,,True,,,True
