user_id,Arabic,Azerbaijani,Chinese,English,French,German,Italian,Japanese,OtherLanguage,Russian,Spanish,Turkish
801,0,0,0,3,0,0,0,0,0,0,0,5
802,0,0,0,3,0,0,0,0,0,0,0,5
803,0,0,0,3,0,0,0,0,1,0,0,5
805,0,0,0,3,0,0,0,0,0,0,0,0
806,0,0,0,3,0,0,0,0,0,0,0,0
807,0,0,0,3,0,0,0,0,0,0,0,5
808,0,0,0,3,0,0,0,0,0,0,0,0
809,0,0,0,2,0,0,0,0,0,0,0,5
811,0,0,0,3,0,0,0,0,0,0,0,0
813,0,0,0,4,0,0,0,0,0,0,0,5
814,0,0,0,2,0,0,0,0,0,0,0,0
817,0,0,0,1,0,0,0,0,0,0,0,5
818,0,0,0,4,0,0,0,0,0,0,1,5
820,0,0,0,2,0,0,0,0,0,0,0,0
822,0,0,0,2,0,0,0,0,0,0,0,5
825,0,0,0,1,0,0,0,0,0,0,0,5
828,0,0,0,4,0,0,0,0,0,0,1,5
832,0,5,0,1,0,0,0,0,0,0,0,5
834,0,0,0,2,0,0,0,0,0,0,0,0
837,0,0,0,3,0,2,0,0,0,0,0,0
838,0,0,0,4,0,2,0,0,0,0,0,5
840,0,0,0,3,0,0,0,0,0,0,0,5
847,0,0,0,3,0,0,0,0,1,0,0,0
848,0,0,0,2,0,0,0,0,0,0,0,0
849,0,0,0,3,0,0,0,0,0,0,0,5
851,0,0,0,0,0,1,0,0,0,0,0,0
858,0,0,0,3,0,0,0,0,0,1,0,5
860,0,0,0,3,0,0,0,0,0,0,0,5
864,0,0,0,5,0,0,0,0,0,0,0,0
865,0,0,0,3,0,0,0,0,0,0,1,0
867,0,0,0,3,0,0,0,0,0,0,0,0
868,0,0,0,2,0,0,0,0,0,0,0,0
873,0,0,0,2,0,0,0,0,0,0,0,5
878,0,0,0,3,0,0,0,0,0,0,0,5
886,0,0,0,3,0,0,0,0,0,0,0,0
891,0,0,0,3,0,2,0,0,0,0,0,0
893,0,0,0,2,0,0,0,0,0,0,0,0
898,0,0,0,2,0,0,0,0,0,0,0,5
901,0,0,0,3,0,0,0,0,0,0,0,0
902,0,0,0,3,0,0,0,0,0,0,0,5
903,5,0,0,3,0,0,0,0,0,0,0,5
904,0,0,0,4,0,0,0,0,0,0,0,0
906,0,0,0,3,0,0,0,0,0,0,0,5
908,0,0,0,2,0,1,0,0,0,0,0,0
909,0,0,0,2,0,0,0,0,0,0,0,5
912,0,0,0,3,0,0,0,0,0,0,0,5
913,0,0,0,3,0,2,0,0,0,0,0,0
915,0,0,0,4,0,0,0,0,0,0,0,5
916,0,0,0,2,0,0,0,0,0,0,0,5
918,0,0,0,2,0,0,0,0,0,0,0,5
921,0,0,0,3,0,2,0,0,0,0,0,0
923,0,0,0,4,0,0,0,0,0,0,0,0
925,0,0,0,2,0,0,0,0,0,0,0,0
929,0,0,0,4,0,1,0,0,5,0,0,0
931,0,0,0,2,0,0,0,0,0,0,0,0
932,0,0,0,5,0,0,0,0,0,0,0,5
933,5,0,0,3,0,0,0,0,0,0,0,5
934,0,0,0,2,0,0,0,0,0,0,0,0
935,0,0,0,2,0,0,0,0,0,0,0,0
939,0,0,0,3,0,0,0,0,0,0,0,5
941,0,0,0,3,0,0,0,0,0,0,0,5
942,0,0,0,3,0,0,0,0,0,0,0,0
943,0,0,0,2,0,0,0,0,0,0,0,0
945,0,0,0,3,0,0,0,0,0,0,0,5
946,0,0,0,3,0,0,0,0,0,0,0,0
947,0,0,0,3,0,0,0,0,0,0,0,0
949,0,0,0,4,0,0,0,0,0,0,0,0
950,0,0,0,2,0,0,0,0,0,0,0,0
952,0,0,0,2,0,0,0,0,0,0,0,0
954,0,0,0,2,0,0,0,0,0,0,0,5
957,0,0,0,4,0,0,0,0,0,0,0,5
958,0,0,0,3,0,0,0,0,0,0,0,0
965,0,0,0,2,0,0,0,0,0,0,0,5
967,0,0,0,4,0,0,0,0,0,0,0,5
968,0,0,0,2,0,0,0,0,0,0,0,5
970,0,0,0,2,0,0,0,0,0,0,0,0
973,0,0,0,0,0,0,0,0,0,0,0,5
974,0,0,0,0,0,0,0,0,0,0,0,5
979,0,0,0,2,0,0,0,0,0,0,0,5
984,0,0,0,2,0,0,0,0,0,0,0,5
985,0,0,0,4,0,0,0,0,0,0,0,0
988,0,0,0,2,0,0,0,0,0,0,0,0
990,0,0,0,2,0,0,0,0,0,0,0,5
991,0,0,0,3,0,0,0,0,0,0,0,0
992,0,0,0,2,0,0,0,0,0,0,0,0
993,0,0,0,2,0,0,0,0,0,0,0,5
996,0,0,0,3,0,0,0,0,0,0,0,0
999,0,0,0,3,0,1,0,0,0,0,0,5
1000,0,0,0,3,0,0,0,0,0,0,0,5
1008,0,0,0,2,0,0,0,0,0,0,0,5
1009,0,0,0,2,0,0,0,0,0,0,0,0
1012,0,0,0,2,0,0,0,0,0,0,0,5
1013,0,0,0,2,0,0,0,0,0,0,0,0
1014,0,0,0,3,0,0,0,0,0,0,0,5
1015,0,0,0,4,0,1,0,0,0,0,0,5
1017,0,0,0,2,0,0,0,0,0,0,0,0
1019,0,0,0,3,0,0,0,0,0,0,0,5
1020,0,0,0,2,0,0,0,0,0,0,0,5
1021,0,0,0,2,0,0,0,0,0,0,0,0
1022,0,0,0,3,0,0,0,0,0,0,0,0
1024,0,0,0,3,0,0,0,0,0,0,0,0
1025,0,0,0,2,0,0,0,0,0,0,0,5
1026,0,0,0,2,0,0,0,0,0,0,0,5
1029,0,0,0,2,0,0,0,0,0,0,0,0
1037,0,0,0,2,0,0,0,0,0,0,0,0
1038,0,0,0,4,0,0,0,0,0,0,0,5
1040,0,0,0,3,0,0,0,0,0,0,0,5
1042,0,0,0,2,0,1,0,0,0,0,0,5
1047,0,0,0,3,0,0,0,0,0,0,0,5
1050,0,0,0,2,0,0,0,0,0,0,0,0
1052,0,0,0,4,0,0,0,0,0,0,0,5
1057,0,0,0,2,0,0,0,0,0,0,0,0
1058,0,0,0,3,0,0,0,0,0,0,0,0
1066,0,0,0,2,0,0,0,0,0,0,0,0
1068,0,0,0,3,0,0,0,0,0,0,0,5
1070,0,0,0,2,0,0,0,0,0,0,0,5
1071,0,0,0,2,0,0,0,0,0,0,0,0
1072,0,0,0,3,0,0,0,0,0,0,0,5
1073,0,0,0,5,0,0,0,0,0,0,0,5
1074,0,0,0,1,0,0,0,0,0,0,0,0
1076,0,0,0,3,0,0,0,0,0,0,0,0
1080,0,0,0,2,0,0,0,0,0,0,0,5
1083,0,0,0,4,0,0,0,0,0,0,0,5
1085,0,0,0,0,0,0,0,0,0,0,0,5
1087,0,0,0,3,0,0,0,0,0,0,0,5
1090,0,0,0,2,0,0,0,0,0,0,0,5
1092,0,0,0,2,0,0,0,0,0,0,0,0
1103,0,0,0,2,0,0,0,0,0,0,0,0
1104,0,0,0,3,0,0,0,0,0,0,0,0
1105,0,0,0,3,0,0,0,0,0,0,0,0
1106,0,0,0,3,0,0,0,0,0,0,0,5
1111,0,0,0,2,0,0,0,0,0,0,0,0
1112,0,0,0,3,0,2,0,0,0,0,0,0
1120,0,0,0,3,0,0,0,0,0,0,0,5
1125,0,0,0,2,0,0,0,0,0,0,0,5
1127,0,0,0,4,0,0,0,0,0,0,0,0
1128,0,0,0,3,0,0,0,0,0,0,0,0
1129,0,0,0,3,0,0,0,0,0,0,0,5
1130,0,0,0,4,0,0,0,0,0,0,0,5
1131,0,0,0,2,0,0,0,0,0,0,0,0
1133,0,0,0,3,0,0,0,0,0,0,0,5
1135,0,0,0,3,0,0,0,0,0,0,0,5
1136,0,0,0,3,0,0,0,0,0,0,0,5
1137,0,0,0,3,0,0,0,0,0,0,0,0
1140,0,0,0,4,0,0,0,0,0,0,0,0
1142,0,0,0,2,0,0,0,0,0,0,0,5
1143,0,0,0,2,0,0,0,0,0,0,0,0
1144,0,0,0,3,0,0,0,0,0,0,0,0
1152,0,0,0,3,0,0,0,0,0,0,0,5
1156,0,0,0,3,0,0,0,0,0,0,0,0
1157,0,0,0,2,0,0,0,0,0,0,0,5
1158,0,0,0,3,0,0,0,0,0,0,0,4
1159,0,0,0,2,0,0,0,0,0,0,0,5
1162,0,0,0,2,0,0,0,0,0,0,0,5
1165,0,0,0,3,0,0,0,0,5,0,0,5
1170,0,0,0,5,0,0,0,0,0,0,0,5
1178,0,0,0,2,0,0,0,0,0,0,0,0
1179,0,0,0,3,0,2,0,0,0,0,0,0
1180,0,0,0,2,0,0,0,0,0,0,0,5
1186,0,0,0,3,0,0,0,0,0,0,0,5
1187,0,0,0,3,0,0,0,0,5,0,0,5
1188,0,0,0,3,0,0,0,0,5,0,0,5
1190,0,0,0,4,0,0,0,0,0,0,0,0
1192,0,0,0,2,0,0,0,0,0,0,0,5
1194,0,0,0,3,0,0,0,0,0,0,0,5
1195,0,0,0,3,0,0,0,0,0,0,0,0
1196,0,0,0,2,0,0,0,0,0,0,0,0
1201,0,0,0,2,0,1,0,0,0,0,0,5
1202,0,0,0,3,0,1,0,1,0,0,0,5
1203,0,0,0,2,0,0,0,0,0,0,0,5
1204,0,0,0,4,0,0,0,0,0,0,0,0
1205,0,0,0,3,0,0,0,0,0,0,0,0
1207,0,0,0,2,0,0,0,0,0,0,0,0
1210,0,0,0,3,0,0,0,0,0,0,0,5
1211,0,0,0,3,0,0,0,0,0,0,0,0
1212,0,0,0,3,0,0,0,0,0,0,0,0
1214,0,0,0,3,0,0,0,0,0,0,0,0
1215,0,0,0,3,0,0,0,0,0,0,0,0
1216,0,0,0,5,0,0,0,0,0,0,0,5
1221,0,0,0,5,0,0,0,0,0,0,0,5
1224,0,0,0,3,0,0,0,0,0,0,0,5
1226,0,0,0,4,0,0,0,0,0,0,0,0
1228,0,0,0,3,0,0,0,0,0,0,0,5
1229,0,0,0,3,0,0,0,0,0,0,0,0
1231,0,0,0,0,0,0,0,0,0,0,0,5
1232,0,0,0,2,0,0,0,0,0,0,0,0
1233,0,0,0,2,0,0,0,0,0,0,0,0
1237,0,0,0,3,0,0,0,0,0,0,0,0
1240,0,0,0,3,0,0,0,0,0,0,0,0
1243,0,0,0,3,0,0,0,0,0,0,0,0
1247,0,0,0,3,0,0,0,0,0,0,0,5
1248,0,0,0,3,0,0,0,0,0,0,0,5
1250,0,0,0,3,0,0,0,0,0,0,1,5
1252,0,0,0,3,0,0,0,0,0,0,0,5
1255,0,0,0,3,0,0,0,0,0,0,0,0
1256,0,0,0,3,0,0,0,0,0,0,0,0
1258,0,0,0,3,0,0,0,0,0,0,0,5
1259,1,0,0,2,0,0,0,0,0,0,0,0
1260,0,0,0,3,0,0,0,0,0,0,0,0
1261,0,0,0,3,0,0,0,0,1,0,1,5
1263,0,0,0,4,0,0,0,0,0,0,0,5
1267,0,0,0,3,0,0,0,0,0,0,0,0
1268,0,0,0,4,0,0,0,0,0,0,0,5
1269,0,0,0,3,0,0,0,0,0,0,0,5
1270,0,0,0,3,0,0,0,0,0,0,0,0
1271,0,0,0,2,0,0,0,0,0,0,0,0
1276,0,0,0,4,0,0,0,0,0,0,0,5
1278,0,0,0,3,0,0,0,0,0,0,0,5
1280,0,0,0,3,0,0,0,0,0,0,0,5
1283,0,0,0,3,0,0,0,0,0,0,0,0
1287,0,0,0,4,0,0,0,0,0,0,0,5
1288,0,0,0,2,0,0,0,0,0,0,0,5
1290,0,0,0,2,0,0,0,0,0,0,0,5
1291,0,0,0,3,0,1,0,0,0,0,0,5
1296,0,0,0,2,0,0,0,0,0,0,0,5
1298,1,0,0,2,0,1,0,0,0,0,0,5
1300,0,0,0,3,0,0,0,0,0,0,0,0
1301,0,0,0,3,0,0,0,0,0,0,0,5
1302,0,0,0,2,0,1,0,0,0,0,0,0
1304,0,0,0,3,0,0,0,0,0,0,0,5
1307,0,0,0,3,0,2,0,0,0,0,0,0
1310,0,0,0,2,0,0,0,0,0,0,0,5
1311,0,0,0,3,0,0,0,0,0,0,0,5
1313,0,0,0,3,0,0,0,0,0,0,0,5
1315,1,0,0,2,0,0,0,0,0,0,0,5
1317,0,0,0,2,0,0,0,0,0,0,0,5
1318,0,0,0,2,0,0,0,0,0,0,0,5
1319,0,0,0,3,0,0,0,0,0,0,0,0
1320,0,0,0,3,0,0,0,0,0,0,0,0
1330,0,0,0,3,0,0,0,0,0,0,0,0
1331,0,0,0,3,0,0,0,0,0,0,0,0
1334,0,0,0,2,0,0,0,0,0,0,0,0
1340,0,0,0,2,0,0,0,0,0,0,0,0
1341,0,0,0,2,0,0,0,0,0,0,0,0
1343,5,0,0,2,0,0,0,0,0,0,0,5
1349,0,0,0,3,0,0,0,0,0,0,0,0
1356,0,0,0,3,0,0,0,0,0,0,0,0
1359,0,0,0,2,0,0,0,0,0,0,0,5
1362,0,0,0,3,0,0,0,0,0,0,0,5
1367,0,0,0,3,0,0,0,0,0,0,0,5
1368,0,0,0,3,0,1,0,0,0,0,0,0
1369,0,0,0,3,0,0,0,0,0,0,0,0
1370,0,0,0,3,0,0,0,0,0,0,0,5
1371,0,0,0,4,0,0,0,0,0,0,0,0
1373,0,0,0,2,0,0,0,0,0,0,0,5
1374,0,0,0,3,0,0,0,0,0,0,0,0
1377,0,0,0,3,0,0,0,0,0,0,0,5
1380,0,0,0,2,0,0,0,0,0,0,0,5
1381,0,0,0,3,0,0,0,0,0,0,0,5
1383,0,0,0,2,0,0,0,0,0,0,0,5
1385,0,0,0,2,0,0,0,0,0,0,0,5
1386,0,0,0,3,0,0,0,0,0,0,0,0
1387,0,0,0,4,0,0,0,0,0,0,0,5
1389,0,0,0,3,0,0,0,0,0,0,0,0
1393,0,0,0,2,0,0,0,0,0,0,0,5
1394,0,0,0,2,0,0,0,0,0,0,0,5
1397,0,0,0,2,0,0,0,0,0,0,0,5
1404,0,0,0,3,0,0,0,0,0,0,0,0
1412,0,0,0,2,0,0,0,0,0,0,0,5
1413,0,0,0,2,0,0,0,0,0,0,0,5
1414,0,0,0,2,0,0,0,0,0,0,0,5
1416,0,0,1,5,5,0,0,0,0,0,2,4
1418,0,0,0,3,0,0,0,0,0,0,0,5
1419,0,0,0,4,0,0,0,0,0,0,0,0
1420,0,0,0,4,0,0,0,0,0,0,0,0
1421,0,0,0,3,0,0,0,0,0,0,0,5
